,IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,DW_M1_mg,DW_M0_mg,C_M1_mg,C_M0_mg,time_days,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
NA,1,Luskow2016,https://portal.findresearcher.sdu.dk/en/publications/population-predation-impact-of-jellyfish-aurelia-aurita-controls-/,Riisgard2022,https://www.int-res.com/abstracts/meps/v688/meps14024,Aurelia aurita,Unknown,Unknown,NA,NA,NA,GrowthRate,NA,NA,NA,Mean,NA,NA,NA,11.8,NA,NA,NA,582.4,154,NA,NA,39,,mg,Calculated,NA,NA,NA,Artemia salina,Maintained a continuous concentration,NA,Feeding tank,Feeding experiments,Kattegat,55.411866,10.747375,Table3,Extracted infromation from Table 3,NA,Used carbon percentage (13.2% dry) from Kiorboe 2013 to estimate carbon mass
NA,2,Luskow2016,https://portal.findresearcher.sdu.dk/en/publications/population-predation-impact-of-jellyfish-aurelia-aurita-controls-/,Riisgard2022,https://www.int-res.com/abstracts/meps/v688/meps14024,Aurelia aurita,Unknown,Unknown,NA,NA,NA,GrowthRate,NA,NA,NA,Mean,NA,NA,NA,17.1,NA,NA,NA,368,2.2,NA,NA,77,,mg,Calculated,NA,NA,NA,Artemia salina,Maintained a continuous concentration,NA,Feeding tank,Feeding experiments,Kattegat,55.411866,10.747375,Table4,Extracted infromation from Table 4,NA,Used carbon percentage (13.2% dry) from Kiorboe 2013 to estimate carbon mass
