,IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,C_M1_mg,C_M0_mg,time_days,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
NA,1,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Unknown,Unknown,NA,NA,NA,GrowthRate,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,71,19.4,30,NA,NA,Calculated,NA,NA,NA,Artemia salina,Controlled,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Figure3,Extracted from Figure 3. Measured the smallest and largest most extreme values from both time series.,NA,Carbon weight already provided
NA,2,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Unknown,Unknown,NA,NA,NA,GrowthRate,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,275.43,122.8,30,NA,NA,Calculated,NA,NA,NA,Artemia salina,Controlled,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Figure3,Extracted from Figure 3. Measured the smallest and largest most extreme values from both time series.,NA,Carbon weight already provided
