IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
268,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,8.21,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
269,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,7.57,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
270,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,8.3,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
271,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,4.79,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
272,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,5.36,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
273,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,5.13,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
274,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,4.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000279,5.51e-06,4.27e-07,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
275,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,31.9,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
276,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,29.1,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
277,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,27.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
278,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,25.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
279,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,23.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
280,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,20.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
281,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,21.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
282,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,27.1,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
283,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,25,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
284,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,19.2,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
285,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,16.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
286,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,14.1,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
287,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,14.2,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
288,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,35.3,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
289,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,25.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
290,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,22.7,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
291,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,22.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
292,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,17.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
293,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,18.1,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
294,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,17.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
295,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,18.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
296,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,16.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
297,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,15.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
298,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,15.7,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
299,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,15.3,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
300,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,16.1,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
301,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,17.2,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
302,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,12.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
303,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,9.54,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
304,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,9.81,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
305,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,10.6,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
306,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,10.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
307,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,10.8,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
308,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,7.91,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
309,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,17.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
310,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,19.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
311,Morand1987,https://doi.org/10.1093/plankt/9.4.651,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Pelagia noctiluca,Unkown,Unkown,NA,NA,NA,ClearanceRate,21.5,NA,NA,Replicate,l/ind/day,NA,NA,21,NA,0.000662,1.53e-05,1e-06,kg,Calculated,NA,NA,NA,NA,NA,NA,NA,Feeding experiment,Rade de Villefranche,43.70055746,7.316752476,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,NA,Extracted from Acuna2011 and verified with supplementary materials
312,Peters1984,https://doi.org/10.4319/lo.1984.29.4.0763,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Unknown,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.00249,NA,NA,Replicate,l/ind/day,NA,NA,22,NA,2.06e-08,5.3e-09,2.41e-09,kg,Calculated,NA,NA,NA,NA,NA,NA,Meta analysis,NA,Literature,45.62557536,-73.61263251,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,WW assuming 74.24% water content from Ikeda and Skjoldal (1989).,Extracted from Acuna2011 and verified with supplementary materials. Changed from Unknown taxa to Athropoda based on 
313,Peters1984,https://doi.org/10.4319/lo.1984.29.4.0763,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Unknown,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.00224,NA,NA,Replicate,l/ind/day,NA,NA,22,NA,1.09e-08,2.8e-09,1.27e-09,kg,Calculated,NA,NA,NA,NA,NA,NA,Meta analysis,NA,Literature,45.62557536,-73.61263251,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,WW assuming 74.24% water content from Ikeda and Skjoldal (1989).,Extracted from Acuna2011 and verified with supplementary materials
