,IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
NA,171,Ross1982,https://doi.org/10.1007/BF00393135,NA,NA,Euphausia pacifica,Adult,Unknown,NA,NA,NA,RespirationRate,100.8350865,NA,NA,Replicate,ugC/ind/day,NA,NA,12,NA,NA,NA,1824.131525,ug,Calculated,NA,NA,NA,Thalassiosira fluviatilus; Thalassiosira angsti,1200-2000,cells/ml,NA,Assimilation experiments,Puget Sound,47.74648,-122.437477,Figure3,Extracted data using ImageJ in log-log space from figure 3 and then back transformed the data,Calculated carbon weight using wide size range of euphausiids and linear regression techniques,Measured to the middle of each point. Collected x-axis data points first and then y-axis. Back-transformed respiration rates to uLO2 using assumed RQ 0.9 following Ross methods.
NA,172,Ross1982,https://doi.org/10.1007/BF00393135,NA,NA,Euphausia pacifica,Adult,Unknown,NA,NA,NA,RespirationRate,118.4032682,NA,NA,Replicate,ugC/ind/day,NA,NA,12,NA,NA,NA,1852.254923,ug,Calculated,NA,NA,NA,Thalassiosira fluviatilus; Thalassiosira angsti,1200-2000,cells/ml,NA,Assimilation experiments,Puget Sound,47.74648,-122.437477,Figure3,Extracted data using ImageJ in log-log space from figure 3 and then back transformed the data,Calculated carbon weight using wide size range of euphausiids and linear regression techniques,Measured to the middle of each point. Collected x-axis data points first and then y-axis. Back-transformed respiration rates to uLO2 using assumed RQ 0.9 following Ross methods.
NA,173,Ross1982,https://doi.org/10.1007/BF00393135,NA,NA,Euphausia pacifica,Adult,Unknown,NA,NA,NA,RespirationRate,128.9770235,NA,NA,Replicate,ugC/ind/day,NA,NA,12,NA,NA,NA,1851.323717,ug,Calculated,NA,NA,NA,Thalassiosira fluviatilus; Thalassiosira angsti,1200-2000,cells/ml,NA,Assimilation experiments,Puget Sound,47.74648,-122.437477,Figure3,Extracted data using ImageJ in log-log space from figure 3 and then back transformed the data,Calculated carbon weight using wide size range of euphausiids and linear regression techniques,Measured to the middle of each point. Collected x-axis data points first and then y-axis. Back-transformed respiration rates to uLO2 using assumed RQ 0.9 following Ross methods.
NA,174,Ross1982,https://doi.org/10.1007/BF00393135,NA,NA,Euphausia pacifica,Adult,Unknown,NA,NA,NA,RespirationRate,142.1660763,NA,NA,Replicate,ugC/ind/day,NA,NA,12,NA,NA,NA,2006.81414,ug,Calculated,NA,NA,NA,Thalassiosira fluviatilus; Thalassiosira angsti,1200-2000,cells/ml,NA,Assimilation experiments,Puget Sound,47.74648,-122.437477,Figure3,Extracted data using ImageJ in log-log space from figure 3 and then back transformed the data,Calculated carbon weight using wide size range of euphausiids and linear regression techniques,Measured to the middle of each point. Collected x-axis data points first and then y-axis. Back-transformed respiration rates to uLO2 using assumed RQ 0.9 following Ross methods.
NA,1,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Beroidae,Unknown,Unknown,NA,NA,7,RespirationRate,15.6,12.2,19,Mean,ulO2/ind/hr,3.4,Std dev,-1.5,NA,NA,627.7,33.2681,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-61.386667,89.86,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,5.3% of carbon
NA,2,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Beroidae,Unknown,Unknown,NA,NA,4,RespirationRate,40.9,27.8,54,Mean,ulO2/ind/hr,13.1,Std dev,-1.7,NA,NA,2647.3,161.4853,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-62.11,88.723333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,6.1% of carbon
NA,3,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Mertensiidae,Unknown,Unknown,NA,NA,8,RespirationRate,12.1,-1,25.2,Mean,ulO2/ind/hr,6.3,Std dev,-1.6,NA,NA,93.69,10.49328,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-66.53,62.863333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,11.2% of carbon
NA,4,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Diphyes antarctica,Unknown,Unknown,NA,NA,7,RespirationRate,5.6,-0.7,11.9,Mean,ulO2/ind/hr,1.8,Std dev,-1.7,NA,NA,84.95,9.3445,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-65.065,72.115,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,11% of carbon
NA,5,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Psychroteuthis,Unknown,Unknown,NA,NA,6,RespirationRate,23.7,21.9,25.5,Mean,ulO2/ind/hr,8,Std dev,-0.8,NA,NA,64.44,37.24632,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-66.876667,62.953333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,57.8% of carbon
NA,6,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Antarctomysis maxima,Unknown,Unknown,NA,NA,8,RespirationRate,29.4,21.4,37.4,Mean,ulO2/ind/hr,8.2,Std dev,-1.6,NA,NA,170.5,75.1905,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,66.761667,73.071667,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,44.1% of carbon
NA,7,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia superba,Unknown,Unknown,NA,NA,5,RespirationRate,26.4,18.2,34.6,Mean,ulO2/ind/hr,1.3,Std dev,-1.8,NA,NA,46.68,19.88568,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-67.171667,72.486667,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,42.6% of carbon
NA,8,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia superba,Unknown,Unknown,NA,NA,10,RespirationRate,37.3,36,38.6,Mean,ulO2/ind/hr,6.9,Std dev,-1.6,NA,NA,76.22,32.69838,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-66.963333,74.193333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,42.9% of carbon
NA,9,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia superba,Unknown,Unknown,NA,NA,22,RespirationRate,68.9,62,75.8,Mean,ulO2/ind/hr,16,Std dev,-1.6,NA,NA,135.4,59.0344,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-66.963333,74.193333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,43.6% of carbon
NA,10,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia superba,Unknown,Unknown,NA,NA,11,RespirationRate,119,103,135,Mean,ulO2/ind/hr,12,Std dev,-1.6,NA,NA,242.5,105.73,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-67.498333,74.956667,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,43.6% of carbon
NA,11,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia superba,Unknown,Unknown,NA,NA,6,RespirationRate,178,166,190,Mean,ulO2/ind/hr,21,Std dev,-1.7,NA,NA,350.7,165.1797,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-67.498333,74.956667,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,47.1% of carbon
NA,12,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia crystallorophias,Unknown,Unknown,NA,NA,13,RespirationRate,9.2,-11.8,30.2,Mean,ulO2/ind/hr,2.87,Std dev,-1.7,NA,NA,17.09,7.74177,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-66.87,62.868333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,45.3% of carbon
NA,13,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia crystallorophias,Unknown,Unknown,NA,NA,11,RespirationRate,24.9,22.03,27.77,Mean,ulO2/ind/hr,6.9,Std dev,-1.7,NA,NA,46.93,21.49394,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-68.576667,72.09,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,45.8% of carbon
NA,14,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Euphausia crystallorophias,Unknown,Unknown,NA,NA,6,RespirationRate,37.6,30.7,44.5,Mean,ulO2/ind/hr,9.4,Std dev,-1.7,NA,NA,50.38,22.06644,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-68.576667,72.09,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,43.8% of carbon
NA,15,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Chorismus antarcticus,Unknown,Unknown,NA,NA,9,RespirationRate,54.5,45.1,63.9,Mean,ulO2/ind/hr,16.8,Std dev,-1.7,NA,NA,593.9,242.3112,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-67.305,65.563333,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,40.8% of carbon
NA,16,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Unknown,Unknown,NA,NA,12,RespirationRate,49.9,33.1,66.7,Mean,ulO2/ind/hr,25.7,Std dev,-1.6,NA,NA,487.8,22.9266,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-61.386667,89.86,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,4.7% of carbon
NA,17,Ikeda1986,https://doi.org/10.1007/BF00392514,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Unknown,Unknown,NA,NA,6,RespirationRate,109,83.3,134.7,Mean,ulO2/ind/hr,25,Std dev,-1.7,NA,NA,1314.3,55.2006,mg,Calculated,NA,NA,NA,NA,NA,NA,Water bottle method,Rate process and corresponding weight experiments across multiple zooplankton species.,Antarctic Ocean,-63.055,82.935,Table2,Extracted from table2 and calculated carbon weights from reported % in table 3.,NA,4.2% of carbon
NA,1,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Ephyrae,Unknown,NA,NA,NA,RespirationRate,0.52,NA,NA,Replicate,mlO2/ind/day,NA,NA,15.5,NA,NA,NA,3.53,mg,Calculated,NA,NA,NA,Artemia salina,Low,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Table3,Extracted from table 3 and results/methods text,NA,NA
NA,2,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Medusae,Unknown,NA,NA,NA,RespirationRate,7.36,NA,NA,Replicate,mlO2/ind/day,NA,NA,15.2,NA,NA,NA,48.35,mg,Calculated,NA,NA,NA,Artemia salina,Low,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Table3,Extracted from table 3 and results/methods text,NA,NA
NA,3,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Ephyrae,Unknown,NA,NA,NA,RespirationRate,0.55,NA,NA,Replicate,mlO2/ind/day,NA,NA,15.5,NA,NA,NA,3.33,mg,Calculated,NA,NA,NA,Artemia salina,Medium,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Table3,Extracted from table 3 and results/methods text,NA,NA
NA,4,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Medusae,Unknown,NA,NA,NA,RespirationRate,9.22,NA,NA,Replicate,mlO2/ind/day,NA,NA,15.2,NA,NA,NA,52.55,mg,Calculated,NA,NA,NA,Artemia salina,Medium,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Table3,Extracted from table 3 and results/methods text,NA,NA
NA,5,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Ephyrae,Unknown,NA,NA,NA,RespirationRate,0.69,NA,NA,Replicate,mlO2/ind/day,NA,NA,15.5,NA,NA,NA,3.52,mg,Calculated,NA,NA,NA,Artemia salina,High,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Table3,Extracted from table 3 and results/methods text,NA,NA
NA,6,Goldstein2023,https://www.sciencedirect.com/science/article/pii/S0025326X23001339,NA,NA,Aurelia aurita,Medusae,Unknown,NA,NA,NA,RespirationRate,8.43,NA,NA,Replicate,mlO2/ind/day,NA,NA,15.2,NA,NA,NA,54.46,mg,Calculated,NA,NA,NA,Artemia salina,High,NA,Plankton kreisel tank,Prey particle treatments,Kertinge Nor,55.427778,10.581944,Table3,Extracted from table 3 and results/methods text,NA,NA
NA,1,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.060817636,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,1.117498716,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,2,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.078474836,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,1.117812815,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,3,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.089140437,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,1.126516899,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,4,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.122457972,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,2.010332686,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,5,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.139105277,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,1.995360446,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,6,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.156010166,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,2.010869482,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,7,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.186296258,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,3.480299143,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,8,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.243463553,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,3.507941398,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,9,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.276424739,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,4.545396588,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,10,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.255941581,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,6.024435994,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,11,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.431578049,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,6.167219458,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,12,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.448279141,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,7.127744526,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,13,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.329929122,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,10.19208177,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,14,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.496020178,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,10.75502409,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,15,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.563474407,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,10.43378805,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,16,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.607920038,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,14.04349021,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,17,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.091963901,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,19.2029259,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,18,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.037661969,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,19.49656928,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,19,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.011077454,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,25.06668004,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,20,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.193273509,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,25.07125944,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,21,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.912351791,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,38.39490876,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,22,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,0.997473886,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,38.69224764,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,23,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.223135146,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,38.11591928,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,24,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.406501622,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,50.14725378,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,25,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.286076417,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,58.83883331,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,26,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.318946003,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,67.4859043,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
NA,27,Arashkevich2024,https://doi.org/10.1134/S0001437024020024,NA,NA,Calanus,Mixed,Mixed,NA,NA,NA,RespirationRate,1.617312057,NA,NA,Replicate,ulO2/ind/day,NA,NA,-1.5,NA,NA,NA,66.98894101,ug,Measured,NA,NA,NA,NA,NA,NA,NA,NA,Siberian Arctic Sea,78.43744629,82.27002083,Figure3,Extracted from figure3,NA,"Estimated lat lon based on methods, there were several samplings from Kara Sea and Laptov Sea."
