,IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
Pata_25141,2,Isari2015,10.1093/plankt/fbv057,Brun2016,10.1594/PANGAEA.862968,Oithona davisae,Adult,Female,NA,NA,NA,RespirationRate,20.25663716814159,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,18.1,NA,NA,NA,2.26e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laboratory culture,41.3855193,2.196125161,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7611,1,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,21.49510799778501,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,5.83299e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7613,2,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,35.871663838168715,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,6.31077e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7615,3,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,29.768246129903552,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,6.68265e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7617,4,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,21.40703009322016,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,8.63118e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7619,5,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,26.952514271482674,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,8.15087e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7621,6,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,24.968243633342283,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,8.67763e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7623,7,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,32.56810131924567,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,8.15087e-4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7626,8,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,28.837978258446647,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,0.001004896,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7628,9,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,26.46323187532888,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,0.001077523,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7630,10,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,24.701990801734855,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,0.001206097,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7632,11,Koster2008,10.3354/meps07185,Brun2016,10.1594/PANGAEA.862968,Subeucalanus pileatus,Nauplii,Unknown,NA,NA,NA,RespirationRate,21.528251069204412,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,21,NA,NA,NA,0.001279456,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Shelf,30.8,-80.299722,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_24786,1,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Calanus,Unknown,Unknown,NA,NA,NA,RespirationRate,1.9592497127803121,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,14.4,NA,NA,NA,0.77815,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_24811,2,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Candacia,Unknown,Unknown,NA,NA,NA,RespirationRate,4.350978972588833,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.123125,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_24906,3,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Euchaeta,Unknown,Unknown,NA,NA,NA,RespirationRate,2.1972631697687537,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.398925,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_24961,4,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Euchirella rostrata,Unknown,Unknown,NA,NA,NA,RespirationRate,4.2857393789190805,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,13.9,NA,NA,NA,0.3349,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25167,5,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Oncaea,Unknown,Unknown,NA,NA,NA,RespirationRate,13.267189847715736,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.00197,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25233,6,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Pleuromamma gracilis gracilis,Unknown,Unknown,NA,NA,NA,RespirationRate,3.1133671725888323,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.197,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_24734,7,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Acartia (Acartiura) clausii,Unknown,Unknown,NA,NA,NA,RespirationRate,9.229349441624366,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.0024625,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_24963,8,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Euchirella rostrata,Unknown,Unknown,NA,NA,NA,RespirationRate,1.793570219966159,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.369375,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25089,9,Mayzaud2005,10.4319/lo.2005.50.1.0291,Brun2016,10.1594/PANGAEA.862968,Neocalanus gracilis,Unknown,Unknown,NA,NA,NA,RespirationRate,2.216483113367174,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,17.8,NA,NA,NA,0.26595,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Atlantic Ocean,42.1,-21.916667,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7561,10,Nishibe2008,10.1007/s00227-007-0816-8,Brun2016,10.1594/PANGAEA.862968,Oncaea grossa,Adult,Male,NA,NA,NA,RespirationRate,0.6060409157825271,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,3,NA,NA,NA,0.00137893,mg,NA,NA,NA,NA,NA,NA,NA,Sealed-chamber,NA,Western Subarctic Pacific,44,155,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25171,11,Nishibe2008,10.1007/s00227-007-0816-8,Brun2016,10.1594/PANGAEA.862968,Oncaea parila,Adult,Female,NA,NA,NA,RespirationRate,0.6981599739512382,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,3,NA,NA,NA,0.001203896,mg,NA,NA,NA,NA,NA,NA,NA,Sealed-chamber,NA,Western Subarctic Pacific,44,155,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25380,12,Nishibe2008,10.1007/s00227-007-0816-8,Brun2016,10.1594/PANGAEA.862968,Triconia borealis,Adult,Female,NA,NA,NA,RespirationRate,1.0053115931787961,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,3,NA,NA,NA,9.69389e-4,mg,NA,NA,NA,NA,NA,NA,NA,Sealed-chamber,NA,Western Subarctic Pacific,44,155,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_excl_7640,13,Nishibe2008,10.1007/s00227-007-0816-8,Brun2016,10.1594/PANGAEA.862968,Triconia canadensis,Adult,Male,NA,NA,NA,RespirationRate,0.39610110993042946,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,3,NA,NA,NA,0.007800579,mg,NA,NA,NA,NA,NA,NA,NA,Sealed-chamber,NA,Western Subarctic Pacific,44,155,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25169,14,Nishibe2008,10.1007/s00227-007-0816-8,Brun2016,10.1594/PANGAEA.862968,Oncaea grossa,Adult,Female,NA,NA,NA,RespirationRate,0.5683103364658366,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,3,NA,NA,NA,0.002012448,mg,NA,NA,NA,NA,NA,NA,NA,Sealed-chamber,NA,Western Subarctic Pacific,44,155,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
Pata_25382,15,Nishibe2008,10.1007/s00227-007-0816-8,Brun2016,10.1594/PANGAEA.862968,Triconia canadensis,Adult,Female,NA,NA,NA,RespirationRate,0.40921823336315166,NA,NA,Replicate,ulO2/mgC/hr,NA,NA,3,NA,NA,NA,0.017789938,mg,NA,NA,NA,NA,NA,NA,NA,Sealed-chamber,NA,Western Subarctic Pacific,44,155,Pata2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/lno.12478,NA,NA
NA,1,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,0.713,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,0.394,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,2,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,0.333,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,0.493,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,3,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,0.392,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,0.493,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,4,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,4.05,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,1.97,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,5,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,3.65,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,3.4,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,6,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,5.44,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,4.43,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,7,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,6.96,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,5.71,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,8,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,9.01,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,6.16,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,9,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,7.14,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,6.16,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,10,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,5.71,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,6.3,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,11,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,7.27,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,7.54,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,12,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,9.15,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,7.78,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,13,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,6.37,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,7.93,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,14,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,9.64,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,9.65,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,15,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,10.7,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,9.9,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,16,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,19,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,16.6,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,17,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,14.5,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,17.3,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,18,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,12.1,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,18.8,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,19,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,19.9,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,21,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,20,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,20.9,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,23.1,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,21,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,24.7,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,27,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,22,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,28.5,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,31.5,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,23,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,24.2,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,31.8,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,24,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,32.1,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,48.7,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,25,Auel2003,doi:10.1594/PANGAEA.833782,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Themisto libellula,Unknown,Unknown,NA,NA,NA,RespirationRate,29.5,NA,NA,Replicate,ulO2/ind/hr,NA,NA,0,NA,NA,NA,52.8,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fram Strait,78.07502885,0.133145764,Pangaea,Taken from Kiorboe2014 Pangaea website,NA,NA
NA,1,Iguchi2004,https://doi.org/10.1093/plankt/fbh093,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Aggregate,Unknown,NA,NA,NA,RespirationRate,1,NA,NA,Replicate,ulO2/ind/hr,NA,NA,1.3,NA,NA,NA,0.35,mg,Measured,NA,0,200,NA,NA,NA,Water bottle,Metabolic rate experiment comparing salp generations and life stage,Antarctic Peninsula,-60.673179,-59.0625,Figure2,Extracted from figure 2 and backtransformed the log values.,NA,NA
NA,2,Iguchi2004,https://doi.org/10.1093/plankt/fbh093,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Aggregate,Unknown,NA,NA,NA,RespirationRate,1.75,NA,NA,Replicate,ulO2/ind/hr,NA,NA,1.3,NA,NA,NA,1,mg,Measured,NA,0,200,NA,NA,NA,Water bottle,Metabolic rate experiment comparing salp generations and life stage,Antarctic Peninsula,-60.673179,-59.0625,Figure2,Extracted from figure 2 and backtransformed the log values.,NA,NA
NA,3,Iguchi2004,https://doi.org/10.1093/plankt/fbh093,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Aggregate,Unknown,NA,NA,NA,RespirationRate,2,NA,NA,Replicate,ulO2/ind/hr,NA,NA,1.3,NA,NA,NA,0.9,mg,Measured,NA,0,200,NA,NA,NA,Water bottle,Metabolic rate experiment comparing salp generations and life stage,Antarctic Peninsula,-60.673179,-59.0625,Figure2,Extracted from figure 2 and backtransformed the log values.,NA,NA
NA,4,Iguchi2004,https://doi.org/10.1093/plankt/fbh093,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Aggregate,Unknown,NA,NA,NA,RespirationRate,5,NA,NA,Replicate,ulO2/ind/hr,NA,NA,1.3,NA,NA,NA,2.75,mg,Measured,NA,0,200,NA,NA,NA,Water bottle,Metabolic rate experiment comparing salp generations and life stage,Antarctic Peninsula,-60.673179,-59.0625,Figure2,Extracted from figure 2 and backtransformed the log values.,NA,NA
NA,5,Iguchi2004,https://doi.org/10.1093/plankt/fbh093,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Aggregate,Unknown,NA,NA,NA,RespirationRate,4.9,NA,NA,Replicate,ulO2/ind/hr,NA,NA,1.3,NA,NA,NA,2.6,mg,Measured,NA,0,200,NA,NA,NA,Water bottle,Metabolic rate experiment comparing salp generations and life stage,Antarctic Peninsula,-60.673179,-59.0625,Figure2,Extracted from figure 2 and backtransformed the log values.,NA,NA
NA,6,Iguchi2004,https://doi.org/10.1093/plankt/fbh093,Kiorboe2014,https://doi.org/10.1594/PANGAEA.819850,Salpa thompsoni,Aggregate,Unknown,NA,NA,NA,RespirationRate,9.9,NA,NA,Replicate,ulO2/ind/hr,NA,NA,1.3,NA,NA,NA,3.5,mg,Measured,NA,0,200,NA,NA,NA,Water bottle,Metabolic rate experiment comparing salp generations and life stage,Antarctic Peninsula,-60.673179,-59.0625,Figure2,Extracted from figure 2 and backtransformed the log values.,NA,NA
