ref_no,assocTemperature,traitValue,traitName,traitUnit,scientificName,primaryReference,primaryReferenceDOI,secondaryReference,secondaryReferenceDOI,sizeAssocName,sizeAssocValue,sizeAssocUnit
Pata_27200,-0.2,0.032,excretionRateN,ug N-NH4+ h^-1,Calanoides acutus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.375,mg
Pata_27201,-0.2,0.0122,excretionRateN,ug N-NH4+ h^-1,Calanoides acutus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.388,mg
Pata_27202,-0.2,0.011,excretionRateN,ug N-NH4+ h^-1,Calanoides acutus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.412,mg
Pata_27203,-0.1,0.0235,excretionRateN,ug N-NH4+ h^-1,Calanoides acutus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.43,mg
Pata_27204,-0.1,0.0144,excretionRateN,ug N-NH4+ h^-1,Calanoides acutus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.451,mg
Pata_27205,-0.2,0.0148,excretionRateN,ug N-NH4+ h^-1,Calanoides acutus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.453,mg
Pata_27206,27,0.0292,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.021,mg
Pata_27207,27,0.0153,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0221,mg
Pata_27208,27,0.0051,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.023,mg
Pata_27209,27,0.0074,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0241,mg
Pata_27210,27,0.062,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0242,mg
Pata_27211,27,0.0205,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.026,mg
Pata_27212,27,0.042,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0262,mg
Pata_27213,27,0.0258,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0267,mg
Pata_27214,27,0.02,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0272,mg
Pata_27215,27,0.0056,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.028,mg
Pata_27216,27,0.0038,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.028,mg
Pata_27217,28,0.102,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0301,mg
Pata_27218,27,0.0284,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0306,mg
Pata_27219,27,0.006,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.031,mg
Pata_27220,27,0.0138,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0329,mg
Pata_27221,28,0.0352,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0363,mg
Pata_27222,28,0.0157,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0493,mg
Pata_27223,28,0.125,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.05,mg
Pata_27224,28,0.0139,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.05,mg
Pata_27225,27,0.0063,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0524,mg
Pata_27226,28,0.0187,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.055,mg
Pata_27227,28,0.0469,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0551,mg
Pata_27228,26,0.0277,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0559,mg
Pata_27229,26,0.015,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0565,mg
Pata_27230,26,0.0178,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0565,mg
Pata_27231,28,0.0108,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0565,mg
Pata_27232,28,0.0066,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0573,mg
Pata_27233,28,0.0102,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0574,mg
Pata_27234,28,0.0449,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0581,mg
Pata_27235,27,0.0197,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0582,mg
Pata_27236,22,0.0136,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0604,mg
Pata_27237,28,0.0346,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0609,mg
Pata_27238,27,0.0135,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0612,mg
Pata_27239,22,0.0163,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0622,mg
Pata_27240,28,0.0221,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0622,mg
Pata_27241,27,0.0021,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0638,mg
Pata_27242,27,0.0195,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0646,mg
Pata_27243,28,0.0222,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0648,mg
Pata_27244,27,0.0217,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0651,mg
Pata_27245,27,0.0201,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0651,mg
Pata_27246,27,0.0092,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0655,mg
Pata_27247,22,0.01,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0661,mg
Pata_27248,27,0.0419,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0662,mg
Pata_27249,28,0.0338,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0663,mg
Pata_27250,28,0.0305,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0679,mg
Pata_27251,27,0.0085,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0682,mg
Pata_27252,22,0.0181,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0698,mg
Pata_27253,22,0.0075,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0698,mg
Pata_27254,22,0.0068,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0724,mg
Pata_27255,22,0.0134,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0734,mg
Pata_27256,27,0.0493,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.074,mg
Pata_27257,22,0.0061,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0746,mg
Pata_27258,22,0.0191,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0764,mg
Pata_27259,22,0.0122,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0773,mg
Pata_27260,22,0.0177,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0779,mg
Pata_27261,22,0.0311,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0794,mg
Pata_27262,22,0.0167,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0796,mg
Pata_27263,22,0.0205,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0822,mg
Pata_27264,22,0.0048,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.083,mg
Pata_27265,22,0.0255,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0835,mg
Pata_27266,22,0.0209,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0848,mg
Pata_27267,22,0.0161,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0876,mg
Pata_27268,22,0.0275,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0895,mg
Pata_27269,22,0.0319,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0907,mg
Pata_27270,22,0.0238,excretionRateN,ug N-NH4+ h^-1,Calanopia elliptica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0987,mg
Pata_27271,0.1,0.011,excretionRateN,ug N-NH4+ h^-1,Calanus finmarchicus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.274,mg
Pata_27272,0.1,0.013,excretionRateN,ug N-NH4+ h^-1,Calanus finmarchicus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.349,mg
Pata_27273,0.1,0.016,excretionRateN,ug N-NH4+ h^-1,Calanus finmarchicus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.4,mg
Pata_27274,0.1,0.012,excretionRateN,ug N-NH4+ h^-1,Calanus finmarchicus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.411,mg
Pata_27275,0.1,0.015,excretionRateN,ug N-NH4+ h^-1,Calanus finmarchicus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.435,mg
Pata_27276,3.5,0.021,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.344,mg
Pata_27277,3.5,0.024,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.366,mg
Pata_27278,3.5,0.028,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.395,mg
Pata_27279,3.5,0.027,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.426,mg
Pata_27280,3.5,0.029,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.43,mg
Pata_27281,3.5,0.026,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.454,mg
Pata_27282,3.5,0.025,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.454,mg
Pata_27283,-0.5,0.037,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.594,mg
Pata_27284,-0.5,0.04,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.599,mg
Pata_27285,-0.5,0.042,excretionRateN,ug N-NH4+ h^-1,Calanus glacialis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.674,mg
Pata_27286,-0.1,0.037,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.19,mg
Pata_27287,1.8,0.051,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.32,mg
Pata_27288,1.8,0.044,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.34,mg
Pata_27289,-0.1,0.036,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.66,mg
Pata_27290,1.8,0.083,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.69,mg
Pata_27291,-0.4,0.017,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2,mg
Pata_27292,1.8,0.067,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.1,mg
Pata_27293,-0.4,0.018,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.26,mg
Pata_27294,0,0.064,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.29,mg
Pata_27295,-0.1,0.035,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.7,mg
Pata_27296,1.8,0.048,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.72,mg
Pata_27297,-0.4,0.029,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.77,mg
Pata_27298,-0.4,0.021,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.78,mg
Pata_27299,0,0.038,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.83,mg
Pata_27300,-0.4,0.025,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.9,mg
Pata_27301,-0.4,0.023,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.99,mg
Pata_27302,0,0.032,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.06,mg
Pata_27303,1.8,0.058,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.4,mg
Pata_27304,-0.4,0.041,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.31,mg
Pata_27305,1.8,0.049,excretionRateN,ug N-NH4+ h^-1,Calanus hyperboreus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.37,mg
Pata_27306,-1.2,0.045,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.62,mg
Pata_27307,-1.2,0.035,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.761,mg
Pata_27308,-1.2,0.032,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.785,mg
Pata_27309,-1.2,0.036,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.792,mg
Pata_27310,-1.2,0.029,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.797,mg
Pata_27311,-1,0.0796,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.806,mg
Pata_27312,-1,0.0981,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.817,mg
Pata_27313,-1.2,0.031,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.823,mg
Pata_27314,-1.2,0.03,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.83,mg
Pata_27315,-1,0.1008,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.836,mg
Pata_27316,-1.2,0.037,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.848,mg
Pata_27317,-1,0.0829,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.853,mg
Pata_27318,-1.2,0.033,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.86,mg
Pata_27319,-1.2,0.041,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.862,mg
Pata_27320,-1,0.0749,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.867,mg
Pata_27321,-1,0.1108,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.867,mg
Pata_27322,-1.2,0.038,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.868,mg
Pata_27323,-1,0.104,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.885,mg
Pata_27324,-1,0.113,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.01,mg
Pata_27325,-1,0.127,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.03,mg
Pata_27326,-1,0.115,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.04,mg
Pata_27327,-1,0.108,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.04,mg
Pata_27328,-1,0.106,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.05,mg
Pata_27329,-1,0.107,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.05,mg
Pata_27330,-1,0.078,excretionRateN,ug N-NH4+ h^-1,Calanus propinquus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.06,mg
Pata_27331,-0.7,0.194,excretionRateN,ug N-NH4+ h^-1,Calycopsis borchgrevinki,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,102.81,mg
Pata_27332,-0.9,0.134,excretionRateN,ug N-NH4+ h^-1,Calycopsis borchgrevinki,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,127.74,mg
Pata_27333,-0.5,0.053,excretionRateN,ug N-NH4+ h^-1,Calycopsis borchgrevinki,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,136.19,mg
Pata_27334,-0.5,0.204,excretionRateN,ug N-NH4+ h^-1,Calycopsis borchgrevinki,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,144.28,mg
Pata_27335,-0.9,0.166,excretionRateN,ug N-NH4+ h^-1,Calycopsis borchgrevinki,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,168.81,mg
Pata_27336,27,0.075,excretionRateN,ug N-NH4+ h^-1,Candacia ethiopica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.103,mg
Pata_27337,27.4,1.08,excretionRateN,ug N-NH4+ h^-1,Cavolinia globulosa,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,14.34,mg
Pata_27338,22.4,1.73,excretionRateN,ug N-NH4+ h^-1,Cavolinia globulosa,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,18.65,mg
Pata_27339,27,1.88,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.624,mg
Pata_27340,27,1.68,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.032,mg
Pata_27341,27,1.58,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.529,mg
Pata_27342,27,1.96,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.178,mg
Pata_27343,27,1.75,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.662,mg
Pata_27344,27,2.23,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.07,mg
Pata_27345,27,1.22,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.962,mg
Pata_27346,27,2.49,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.242,mg
Pata_27347,27,2.45,excretionRateN,ug N-NH4+ h^-1,Diacavolinia longirostris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,11.134,mg
Pata_27348,19.7,1.04,excretionRateN,ug N-NH4+ h^-1,Cavolinia uncinata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,18.5,mg
Pata_27349,22,0.0066,excretionRateN,ug N-NH4+ h^-1,Centropages furcatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0098,mg
Pata_27350,29,0.0105,excretionRateN,ug N-NH4+ h^-1,Centropages furcatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0108,mg
Pata_27351,27,0.0312,excretionRateN,ug N-NH4+ h^-1,Centropages furcatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0118,mg
Pata_27352,29,0.0043,excretionRateN,ug N-NH4+ h^-1,Centropages furcatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0131,mg
Pata_27353,22,0.0089,excretionRateN,ug N-NH4+ h^-1,Centropages furcatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0144,mg
