ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,class,life_stage,sex,BM_C,weight_unit,locality,lat,lon,source,rate_value,rate_unit,n_indiv,no_groups,n_measurements_sampled,rate_name,data_type,rate_error,rate_error_type,temp_C,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,sourceNotes,verbatimComments,comments
Pata_excl_872,13,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.251,mg,NA,NA,NA,literature,8.333333333333334e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_875,14,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.252,mg,NA,NA,NA,literature,7.916666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_878,15,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.3637,mg,NA,NA,NA,literature,6.666666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_881,16,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.7956,mg,NA,NA,NA,literature,3.333333333333333e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_885,17,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.6563,mg,NA,NA,NA,literature,2.0833333333333335e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_888,18,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.8914,mg,NA,NA,NA,literature,2.916666666666667e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_891,19,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.7347,mg,NA,NA,NA,literature,1.6666666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_894,20,Lasker1966b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia pacifica,Malacostraca,NA,NA,0.7514,mg,NA,NA,NA,literature,1.25e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_897,1,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,15.17868703,mg,NA,NA,NA,literature,3.541666666666667e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_900,2,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,24.76534855,mg,NA,NA,NA,literature,2.7916666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_903,3,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,36.30462203,mg,NA,NA,NA,literature,2.666666666666667e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_906,4,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,35.90807594,mg,NA,NA,NA,literature,2.0416666666666665e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_909,5,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,48.19012429,mg,NA,NA,NA,literature,1.9583333333333334e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_912,6,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,26.21443033,mg,NA,NA,NA,literature,1.75e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_915,7,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,51.57748347,mg,NA,NA,NA,literature,1.625e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_918,8,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,51.54514117,mg,NA,NA,NA,literature,1.4166666666666665e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_921,9,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,64.52996478,mg,NA,NA,NA,literature,1.1250000000000001e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_924,10,Ikeda1985b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,60.76689161,mg,NA,NA,NA,literature,8.333333333333333e-5,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data digitized from their Figure 3.,NA
Pata_excl_927,11,Buchholz1991b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,20.166,mg,NA,NA,NA,literature,2.75e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_930,12,Buchholz1991b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,18.73,mg,NA,NA,NA,literature,3.8333333333333334e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_933,13,Buchholz1991b,NA,McConville2017,10.1093/plankt/fbw094,Euphausia superba,Malacostraca,NA,NA,20.589,mg,NA,NA,NA,literature,2.625e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_936,1,Logan1978b,NA,McConville2017,10.1093/plankt/fbw094,Homarus americanus,Malacostraca,NA,NA,0.4029,mg,NA,NA,NA,literature,0.008333333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_939,2,Logan1978b,NA,McConville2017,10.1093/plankt/fbw094,Homarus americanus,Malacostraca,NA,NA,0.5818,mg,NA,NA,NA,literature,0.004666667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_942,3,Logan1978b,NA,McConville2017,10.1093/plankt/fbw094,Homarus americanus,Malacostraca,NA,NA,0.7344,mg,NA,NA,NA,literature,0.005458333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_945,4,Logan1978b,NA,McConville2017,10.1093/plankt/fbw094,Homarus americanus,Malacostraca,NA,NA,0.8419,mg,NA,NA,NA,literature,0.002958333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_948,5,Logan1978b,NA,McConville2017,10.1093/plankt/fbw094,Homarus americanus,Malacostraca,NA,NA,0.9565,mg,NA,NA,NA,literature,0.001583333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_951,6,Logan1978b,NA,McConville2017,10.1093/plankt/fbw094,Homarus americanus,Malacostraca,NA,NA,1.6395,mg,NA,NA,NA,literature,0.005041667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_954,1,Anger1983b,NA,McConville2017,10.1093/plankt/fbw094,Hyas araneus,Malacostraca,NA,NA,0.0419,mg,NA,NA,NA,literature,0.004166667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_957,2,Anger1983b,NA,McConville2017,10.1093/plankt/fbw094,Hyas araneus,Malacostraca,NA,NA,0.0918,mg,NA,NA,NA,literature,0.002583333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_961,3,Anger1983b,NA,McConville2017,10.1093/plankt/fbw094,Hyas araneus,Malacostraca,NA,NA,0.2171,mg,NA,NA,NA,literature,6.666666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_964,1,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0178,mg,NA,NA,NA,literature,0.009291667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_967,2,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0244,mg,NA,NA,NA,literature,0.003916667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_970,3,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0292,mg,NA,NA,NA,literature,0.003583333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_973,4,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0346,mg,NA,NA,NA,literature,0.003541667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_976,5,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0387,mg,NA,NA,NA,literature,0.001083333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_979,6,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0415,mg,NA,NA,NA,literature,0.001875,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_982,7,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0532,mg,NA,NA,NA,literature,0.005333333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_985,8,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0672,mg,NA,NA,NA,literature,0.004416667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_988,9,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0801,mg,NA,NA,NA,literature,0.002875,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_991,10,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.0914,mg,NA,NA,NA,literature,0.002625,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_994,11,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.101,mg,NA,NA,NA,literature,0.0015,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_997,12,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.106,mg,NA,NA,NA,literature,5.416666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1000,13,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.112,mg,NA,NA,NA,literature,0.002916667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1003,14,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.1342,mg,NA,NA,NA,literature,0.004583333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1006,15,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.1558,mg,NA,NA,NA,literature,0.001708333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1009,16,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.1567,mg,NA,NA,NA,literature,0.002041667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1012,17,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.1694,mg,NA,NA,NA,literature,0.001208333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1015,18,Jacobi1985b,NA,McConville2017,10.1093/plankt/fbw094,Hyas coarctatus,Malacostraca,NA,NA,0.1346,mg,NA,NA,NA,literature,0.004791667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapod value,NA
Pata_excl_1018,1,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.0451,mg,NA,NA,NA,literature,0.003,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1021,2,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.1528,mg,NA,NA,NA,literature,0.001083333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1024,3,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.2396,mg,NA,NA,NA,literature,4.166666666666667e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1027,4,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.2892,mg,NA,NA,NA,literature,2.0833333333333335e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1030,5,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.3239,mg,NA,NA,NA,literature,1.6666666666666666e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1033,6,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.3495,mg,NA,NA,NA,literature,8.333333333333333e-5,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1036,7,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.3634,mg,NA,NA,NA,literature,4.1666666666666665e-5,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1039,8,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.0411,mg,NA,NA,NA,literature,0.002666667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1042,9,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.1234,mg,NA,NA,NA,literature,0.001,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1047,10,Clutter1971b,NA,McConville2017,10.1093/plankt/fbw094,Metamysidopsis elongata,Malacostraca,NA,NA,0.2482,mg,NA,NA,NA,literature,1.25e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euphausid value,NA
Pata_excl_1052,1,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.00604,mg,NA,NA,NA,literature,0.002420833,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1055,2,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.01287,mg,NA,NA,NA,literature,0.001841667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1058,3,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.02428,mg,NA,NA,NA,literature,0.001470833,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1061,4,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.04224,mg,NA,NA,NA,literature,0.001195833,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1064,5,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.06938,mg,NA,NA,NA,literature,9.958333333333334e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1067,6,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.10938,mg,NA,NA,NA,literature,8.333333333333334e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1070,7,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.16724,mg,NA,NA,NA,literature,7.083333333333334e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1073,8,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.25006,mg,NA,NA,NA,literature,6e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1076,9,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.36802,mg,NA,NA,NA,literature,5.125e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1079,10,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.53634,mg,NA,NA,NA,literature,4.375e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1082,11,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.77804,mg,NA,NA,NA,literature,3.708333333333333e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1085,12,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.00604,mg,NA,NA,NA,literature,0.005154167,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1088,13,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.01287,mg,NA,NA,NA,literature,0.003925,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1091,14,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.02428,mg,NA,NA,NA,literature,0.003133333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1094,15,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.04224,mg,NA,NA,NA,literature,0.002545833,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1097,16,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.06938,mg,NA,NA,NA,literature,0.002116667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1100,17,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.10938,mg,NA,NA,NA,literature,0.001775,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1103,18,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.16724,mg,NA,NA,NA,literature,0.001629167,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1106,19,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.25006,mg,NA,NA,NA,literature,0.001279167,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1109,20,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.36802,mg,NA,NA,NA,literature,0.001091667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1112,21,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.53634,mg,NA,NA,NA,literature,9.291666666666667e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1115,22,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.77804,mg,NA,NA,NA,literature,7.875e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1118,23,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.00604,mg,NA,NA,NA,literature,0.009866667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1121,24,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.01287,mg,NA,NA,NA,literature,0.007508333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1124,25,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.02428,mg,NA,NA,NA,literature,0.0059875,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
