ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,class,life_stage,sex,BM_C,weight_unit,locality,lat,lon,source,rate_value,rate_unit,n_indiv,no_groups,n_measurements_sampled,rate_name,data_type,rate_error,rate_error_type,temp_C,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,sourceNotes,verbatimComments,comments
Pata_excl_1361,3,Moller2007,NA,McConville2017,10.1093/plankt/fbw094,Aequorea vitrina,Hydrozoa,NA,NA,0.796816573,mg,NA,NA,NA,literature,0.002328431,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1364,4,Moller2007,NA,McConville2017,10.1093/plankt/fbw094,Aequorea vitrina,Hydrozoa,NA,NA,1.677508697,mg,NA,NA,NA,literature,0.002083333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1368,5,Moller2007,NA,McConville2017,10.1093/plankt/fbw094,Aequorea vitrina,Hydrozoa,NA,NA,5.147854557,mg,NA,NA,NA,literature,0.0025,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1371,1,Costello1991,NA,McConville2017,10.1093/plankt/fbw094,Cladonema californicum,Hydrozoa,NA,NA,0.005217455,mg,NA,NA,NA,literature,0.014518579530140666,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1374,2,Costello1991,NA,McConville2017,10.1093/plankt/fbw094,Cladonema californicum,Hydrozoa,NA,NA,0.018811733,mg,NA,NA,NA,literature,0.00982832,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1377,3,Costello1991,NA,McConville2017,10.1093/plankt/fbw094,Cladonema californicum,Hydrozoa,NA,NA,0.051517801,mg,NA,NA,NA,literature,0.0050259,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1380,4,Costello1991,NA,McConville2017,10.1093/plankt/fbw094,Cladonema californicum,Hydrozoa,NA,NA,0.11159625,mg,NA,NA,NA,literature,0.00483829,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1383,5,Costello1991,NA,McConville2017,10.1093/plankt/fbw094,Cladonema californicum,Hydrozoa,NA,NA,0.18337118,mg,NA,NA,NA,literature,0.001998801,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1386,1,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.047434165,mg,NA,NA,NA,literature,0.011992630692677335,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1389,2,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.109954536,mg,NA,NA,NA,literature,0.006258092,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1392,3,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.169422549,mg,NA,NA,NA,literature,0.005083385,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1395,4,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.222647704,mg,NA,NA,NA,literature,0.003312441,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1398,5,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.245487271,mg,NA,NA,NA,literature,0.003303553,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1401,6,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.364572352,mg,NA,NA,NA,literature,0.003099647,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1404,7,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.379684079,mg,NA,NA,NA,literature,0.001839899,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1407,8,Daan1986b,NA,McConville2017,10.1093/plankt/fbw094,Sarsia tubulosa,Hydrozoa,NA,NA,0.652401717,mg,NA,NA,NA,literature,0.001535217,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1500,1,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.185977375,mg,NA,NA,NA,literature,0.012733155537315875,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1503,2,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.241907191,mg,NA,NA,NA,literature,0.017879926048549332,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1506,3,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.297809694,mg,NA,NA,NA,literature,0.007059184,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1509,4,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.4800367,mg,NA,NA,NA,literature,0.081719153,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1512,5,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.73565276,mg,NA,NA,NA,literature,0.001247779,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1515,6,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.75863739,mg,NA,NA,NA,literature,0.001710699,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1518,7,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.841416888,mg,NA,NA,NA,literature,0.002158045,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1521,8,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.067536499,mg,NA,NA,NA,literature,0.006765736,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1524,9,Grove2005,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.599935781,mg,NA,NA,NA,literature,0.004779156,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1527,10,Reeve1978,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.0110481,mg,NA,NA,NA,literature,0.028329742,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 mm Mnemiopsis leidyi converted used Shiganova (unpublished) in Purcell et al. Hydrobiologia 2001,NA
Pata_excl_1530,11,Reeve1978,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.0110481,mg,NA,NA,NA,literature,0.0383045,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 mm Mnemiopsis leidyi converted used Shiganova (unpublished) in Purcell et al. Hydrobiologia 2001,NA
Pata_excl_1533,12,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.004207655,mg,NA,NA,NA,literature,0.020644717,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used paper value C=10.3% DW,NA
Pata_excl_1536,13,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.0219676,mg,NA,NA,NA,literature,0.03061805,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1539,14,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.048287176239118997,mg,NA,NA,NA,literature,0.029976181,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1542,15,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.095724277,mg,NA,NA,NA,literature,0.022611259455277335,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1545,16,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.343677496,mg,NA,NA,NA,literature,0.00586724,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1548,17,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.837643394,mg,NA,NA,NA,literature,0.013677564,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1551,18,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.28263228,mg,NA,NA,NA,literature,0.019804123614718044,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1554,19,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.536757179,mg,NA,NA,NA,literature,0.009813654,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1557,20,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,2.510065362,mg,NA,NA,NA,literature,0.004596464,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1560,21,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,3.207930531,mg,NA,NA,NA,literature,0.002437095,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1563,22,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,4.975941057,mg,NA,NA,NA,literature,0.015619632,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1566,23,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,6.960919535,mg,NA,NA,NA,literature,0.003795709,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1569,24,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,8.127462,mg,NA,NA,NA,literature,0.001873728,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1572,25,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,9.61281603,mg,NA,NA,NA,literature,0.003904543,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1575,26,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,9.737736072,mg,NA,NA,NA,literature,0.006851203,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1578,27,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,12.60680919,mg,NA,NA,NA,literature,0.003337695,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1581,28,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,19.05639097,mg,NA,NA,NA,literature,0.003708656,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1584,29,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.007522662,mg,NA,NA,NA,literature,0.027415798844788206,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1587,30,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.035880837,mg,NA,NA,NA,literature,0.018126542,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1590,31,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.054942138,mg,NA,NA,NA,literature,0.056234301,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1593,32,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.162526469,mg,NA,NA,NA,literature,0.020476549220753874,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1596,33,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.480775878,mg,NA,NA,NA,literature,0.009813654,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1599,34,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.882041002,mg,NA,NA,NA,literature,0.009432966,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1602,35,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.385946579,mg,NA,NA,NA,literature,0.009813653,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1605,36,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.865158849,mg,NA,NA,NA,literature,0.012792011612707667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1608,37,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,2.930714314,mg,NA,NA,NA,literature,0.008292468,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1611,38,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.001517255,mg,NA,NA,NA,literature,0.01378831,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1614,39,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.003894,mg,NA,NA,NA,literature,0.060548888,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1617,40,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.009865661,mg,NA,NA,NA,literature,0.016036641,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1620,41,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.017638335,mg,NA,NA,NA,literature,0.015786388661455958,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1623,42,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.029947427,mg,NA,NA,NA,literature,0.045585823,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1626,43,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.0452684,mg,NA,NA,NA,literature,0.038595268,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1629,44,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.076859417,mg,NA,NA,NA,literature,0.008824408,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1632,45,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.294349197,mg,NA,NA,NA,literature,0.014786486922550917,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1635,46,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.366596279,mg,NA,NA,NA,literature,0.006113068,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1638,47,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.406487307,mg,NA,NA,NA,literature,0.002925813,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1641,48,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.614444475,mg,NA,NA,NA,literature,0.010167383152687458,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1644,49,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.187020355,mg,NA,NA,NA,literature,0.01201831,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1647,50,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.726122792,mg,NA,NA,NA,literature,0.004272019,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1650,51,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,2.068115379,mg,NA,NA,NA,literature,0.008577373,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1653,52,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,2.643106289,mg,NA,NA,NA,literature,0.019804122928854417,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1656,53,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,3.377959935,mg,NA,NA,NA,literature,0.002844327,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1659,54,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,4.545940963,mg,NA,NA,NA,literature,0.00981365,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1662,55,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,6.871622769,mg,NA,NA,NA,literature,0.002889593,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1665,56,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,9.737736401,mg,NA,NA,NA,literature,0.005976478,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1668,57,Reeve1975b,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,12.12783036,mg,NA,NA,NA,literature,0.002659182,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1671,58,Reeve1989a,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.157321327,mg,NA,NA,NA,literature,0.032537142,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1674,59,Reeve1989a,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.326848589,mg,NA,NA,NA,literature,0.026868486711243793,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1677,60,Reeve1989a,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.599486447,mg,NA,NA,NA,literature,0.016695041400986998,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1680,61,Reeve1989a,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,0.413376342,mg,NA,NA,NA,literature,0.015997104662967127,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1683,62,Reeve1989a,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,2.558408881,mg,NA,NA,NA,literature,0.021884766902728375,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1686,63,Reeve1989a,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,1.817055035,mg,NA,NA,NA,literature,0.014024937507654793,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1689,64,Kremer1989,NA,McConville2017,10.1093/plankt/fbw094,Mnemiopsis leidyi,Tentaculata,NA,NA,3.685298742,mg,NA,NA,NA,literature,0.009935313,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used C=5.64%DW Kiorboe composition average,NA
Pata_excl_1773,1,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.006286558,mg,NA,NA,NA,literature,0.014021427337154292,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1776,2,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.008038915,mg,NA,NA,NA,literature,0.006468605,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
